SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"HDFCAMC","2,554.00","2,554.10","2,535.20","2,560.00","2,538.50","-","-21.5","-0.84","4377","1.11","2,967.25","2,205.60","-7.29","-53.97"
"BSE","3,620.00","3,628.00","3,562.50","3,596.10","3,565.20","-","-30.9","-0.86","200750","72.12","4,446.80","2,021.50","-5.65","50.28"
"IOC","141.50","141.60","140.10","142.00","140.71","-","-1.29","-0.91","333073","4.69","188.96","130.22","2.19","1.49"
"ICICIPRULI","498.55","498.55","494.25","499.75","495.05","-","-4.7","-0.94","8422","0.42","706.80","459.50","-2.08","-18.08"
"SHRIRAMFIN","1,135.80","1,135.80","1,125.40","1,137.80","1,126.60","-","-11.2","-0.98","100274","11.33","1,153.70","566.50","8.97","86.63"
"ASHOKLEY","173.61","173.61","172.20","174.00","172.25","-","-1.75","-1.01","312383","5.40","215.42","114.96","10.48","50.75"
"INDIGO","5,330.00","5,330.00","5,255.50","5,333.50","5,279.50","-","-54","-1.01","12025","6.37","6,232.50","3,895.20","0.4","-7.56"
"FEDERALBNK","357.20","357.20","354.55","358.35","354.70","-","-3.65","-1.02","44884","1.60","371.70","188.40","8.64","82.51"
"PETRONET","279.15","279.15","276.25","280.00","277.05","-","-2.95","-1.05","17857","0.50","326.40","235.35","0.38","2.47"
"BAJFINANCE","1,098.00","1,098.00","1,087.70","1,102.20","1,090.00","-","-12.2","-1.11","188035","20.53","1,176.40","787.90","8.01","25.66"
"CHOLAFIN","1,909.90","1,909.90","1,896.10","1,920.00","1,896.90","-","-23.1","-1.2","12535","2.38","1,952.50","1,299.40","6.21","32.31"
"BANKBARODA","247.00","247.47","244.51","247.81","244.69","-","-3.12","-1.26","133712","3.28","325.50","230.81","-1.25","3.59"
"GODFRYPHLP","2,262.00","2,262.00","2,245.10","2,289.00","2,260.10","-","4.1","0.18","8337","1.88","3,947.00","1,832.10","8.21","-76.99"
"MFSL","1,510.00","1,510.00","1,493.50","1,514.50","1,494.20","-","-20.3","-1.34","8067","1.21","1,892.50","1,433.60","-7.26","-2.38"
"HINDPETRO","391.80","392.00","385.65","393.15","387.80","-","-5.35","-1.36","555337","21.59","508.45","316.20","-0.54","-3.99"
