SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"ADANIENT","3,020.00","3,021.80","3,000.00","3,020.00","3,006.00","-","-14","-0.46","76760","23.07","3,245.00","1,753.00","-4.35","38.65"
"HAVELLS","1,285.00","1,285.40","1,276.90","1,288.00","1,282.00","-","-6","-0.47","15921","2.04","1,621.10","1,123.60","8.38","-13.65"
"SUPREMEIND","3,422.90","3,434.90","3,417.90","3,442.00","3,425.80","-","-16.2","-0.47","3109","1.06","4,664.90","3,140.00","3.69","-17.07"
"COALINDIA","415.00","415.15","413.10","415.25","413.30","-","-1.95","-0.47","124983","5.17","491.25","368.65","-3.27","9.36"
"YESBANK","22.69","22.71","22.55","22.69","22.58","-","-0.11","-0.48","4364286","9.87","25.78","17.20","-5.22","22.38"
"NBCC","95.25","95.25","94.65","95.33","94.86","-","-0.47","-0.49","495337","4.70","125.85","77.18","-4.65","-9.9"
"LT","4,055.70","4,055.70","4,026.00","4,056.00","4,036.00","-","-20","-0.49","63939","25.82","4,440.00","3,288.10","2.79","12.43"
"ULTRACEMCO","12,040.00","12,049.00","11,921.00","12,105.00","12,044.00","-","-61","-0.5","18390","22.04","13,110.00","10,325.00","3.36","-0.43"
"KFINTECH","939.55","939.55","929.50","936.00","931.30","-","-4.7","-0.5","27537","2.57","1,215.00","784.95","3.87","-12.77"
"INDIGO","5,305.00","5,328.00","5,303.00","5,333.00","5,306.00","-","-27","-0.51","22142","11.76","6,232.50","3,895.20","0.4","-7.57"
"EICHERMOT","8,000.00","8,000.00","7,938.00","8,020.00","7,977.50","-","-42.5","-0.53","24939","19.88","8,230.00","5,588.00","8.89","41.62"
"MAZDOCK","2,519.00","2,525.80","2,494.00","2,514.90","2,501.60","-","-13.3","-0.53","59017","14.78","3,061.40","2,057.40","3.92","-4.62"
"BHEL","404.75","404.75","400.20","405.20","403.00","-","-2.2","-0.54","478863","19.27","446.50","205.12","2.52","81.94"
"MCX","2,640.00","2,647.50","2,603.20","2,638.00","2,623.80","-","-14.2","-0.54","158404","41.54","3,480.00","1,460.80","-4.79","-65.8"
"GAIL","173.49","173.49","172.32","173.63","172.70","-","-0.93","-0.54","1010121","17.48","186.87","134.36","-0.06","1.45"
"BDL","1,294.00","1,296.00","1,283.20","1,294.00","1,286.70","-","-7.3","-0.56","48699","6.27","1,654.00","1,086.00","-3.76","-13.67"
"SBIN","1,108.00","1,113.30","1,091.00","1,097.20","1,091.00","-","-6.2","-0.57","2989377","329.67","1,234.70","790.00","5.91","36.42"
