SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"NMDC","85.90","86.00","85.08","86.20","85.11","-","-1.09","-1.26","1484905","12.67","97.49","68.19","2.19","19.96"
"INOXWIND","78.30","78.31","76.85","78.20","77.20","-","-1","-1.28","1315767","10.19","159.30","73.81","-9.22","-46.84"
"GAIL","175.81","176.28","174.05","176.40","174.12","-","-2.28","-1.29","570489","9.97","186.87","134.36","1.37","3.82"
"CHOLAFIN","1,913.90","1,922.00","1,898.30","1,940.00","1,914.40","-","-25.6","-1.32","144372","27.58","1,952.50","1,299.40","4.67","33.34"
"BLUESTARCO","1,563.80","1,595.00","1,543.50","1,571.00","1,550.30","-","-20.7","-1.32","318093","49.86","2,040.00","1,450.00","-2.14","-11.26"
"MOTILALOFS","869.95","871.55","861.70","874.00","862.00","-","-12","-1.37","45596","3.95","1,097.10","614.90","-8.09","-5.49"
"PREMIERENE","1,050.90","1,051.00","1,023.60","1,041.70","1,026.00","-","-15.7","-1.51","496262","51.44","1,134.00","660.00","1.68","3.8"
"ABB","7,657.50","7,670.00","7,610.00","7,735.00","7,611.00","-","-34","-0.44","21818","16.65","7,924.50","4,637.50","10.85","51.76"
"NAM-INDIA","1,193.30","1,193.30","1,176.90","1,200.00","1,178.90","-","-21.1","-1.76","50258","5.96","1,233.50","780.25","0.62","47.62"
"SHRIRAMFIN","1,134.00","1,134.00","1,115.00","1,141.00","1,117.70","-","-23.3","-2.04","440515","49.34","1,153.70","566.50","6.96","80.94"
"LTF","316.65","316.90","309.00","316.65","309.40","-","-7.25","-2.29","822211","25.56","338.60","194.40","-5.25","57.01"
"ABCAPITAL","419.00","420.50","406.80","421.50","411.45","-","-10.05","-2.38","551784","22.77","430.70","267.00","3.97","52.08"
"TRENT","3,106.50","3,106.50","3,026.20","3,107.10","3,029.00","-","-78.1","-2.51","440251","134.16","3,782.67","2,183.67","6.12","-41.99"
"BAJAJFINSV","2,050.00","2,050.00","2,005.70","2,086.00","2,024.60","-","-61.4","-2.94","496227","100.46","2,195.00","1,597.00","10.65","8.42"
"BAJFINANCE","1,113.00","1,113.00","1,085.00","1,144.80","1,098.00","-","-46.8","-4.09","3478085","381.98","1,176.40","787.90","9.81","30.59"
"CROMPTON","270.00","270.00","253.00","270.00","253.15","-","-16.85","-6.24","2072676","53.44","337.50","217.40","0.56","-15.36"
