SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"ASTRAL","1,465.00","1,465.70","1,436.00","1,448.60","1,436.90","-","-11.7","-0.81","84474","12.18","1,768.70","1,263.70","4.59","3.24"
"KAYNES","3,830.00","3,835.60","3,762.80","3,804.60","3,768.00","-","-36.6","-0.96","195277","74.07","7,705.00","2,995.00","14.12","-40.29"
"ALKEM","5,774.50","5,774.50","5,683.00","5,751.50","5,695.50","-","-56","-0.97","5218","2.98","5,933.50","4,738.50","3.4","17.4"
"MCX","2,700.00","2,710.00","2,655.10","2,692.20","2,662.00","-","-30.2","-1.12","193556","51.72","3,480.00","1,460.80","-4.33","-64.56"
"MANAPPURAM","364.00","369.50","357.30","371.85","367.50","-","-4.35","-1.17","2209187","80.73","381.55","245.15","13.3","50"
"GLENMARK","2,256.40","2,256.40","2,205.10","2,233.90","2,207.70","-","-26.2","-1.17","189896","42.27","2,474.00","1,792.60","1.04","8.03"
"SWIGGY","284.80","286.00","280.75","284.86","281.30","-","-3.6","-1.26","2025810","57.42","474.00","235.75","14.74","-27.4"
"OIL","454.00","457.65","452.50","458.60","452.75","-","-5.85","-1.28","187900","8.55","531.00","384.60","8.65","5.66"
"MARUTI","14,300.00","14,440.00","13,941.00","14,234.00","13,946.00","-","-288","-2.02","130830","186.16","17,370.00","12,201.00","-0.92","15.7"
"SUNPHARMA","1,983.20","1,988.00","1,940.60","1,990.50","1,945.70","-","-44.8","-2.25","280842","54.98","2,046.90","1,548.00","4.5","22.14"
"DIXON","13,875.00","13,875.00","13,579.00","14,049.00","13,673.00","-","-376","-2.68","152210","208.88","18,471.00","9,600.00","12.79","-16.61"
"PERSISTENT","5,533.50","5,533.50","5,335.00","5,549.00","5,386.50","-","-162.5","-2.93","190223","102.76","6,599.00","4,244.50","18.5","9.63"
"GAIL","182.10","182.38","174.00","181.44","174.83","-","-6.61","-3.64","6823421","120.79","186.87","134.36","4.19","4.04"
"MUTHOOTFIN","2,876.00","2,928.00","2,812.30","3,119.60","2,823.20","-","-296.4","-9.5","1125462","319.17","4,149.50","2,476.60","2.12","20.32"
